DBN,School Name,School Code,,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
14K558,Williamsburg High School for Architecture and Design,K558,K,1323.86,0.00,1323.86,0.00,13.00,0.02,165.00,0.28,354.00,0.61,11.00,0.02,37.00,0.06,0.94,130.00,0.22,18.00,0.03,461.00,0.80,0.71,580.00,0.00
14K561,Williamsburg Preparatory School,K561,K,1538.36,0.00,1538.36,0.00,21.00,0.03,107.00,0.16,480.00,0.70,11.00,0.02,63.00,0.09,0.91,144.00,0.21,32.00,0.05,543.00,0.80,0.78,682.00,0.00
14K582,M.S. 582,K582,K,0.00,0.00,0.00,0.00,3.00,0.01,71.00,0.24,211.00,0.72,4.00,0.01,5.00,0.02,0.98,95.00,0.32,37.00,0.13,244.00,0.83,0.87,294.00,0.00
14K586,Lyons Community School,K586,,,,,,4.00,0.01,155.00,0.33,295.00,0.63,3.00,0.01,14.00,0.03,0.97,119.00,0.25,52.00,0.11,424.00,0.90,0.90,471.00,0.00
14K610,A-Tech High School,K610,,,,,,10.00,0.03,164.00,0.50,139.00,0.42,7.00,0.02,9.00,0.03,0.97,111.00,0.34,21.00,0.06,271.00,0.82,0.80,329.00,0.00
14K685,El Puente Academy for Peace and Justice,K685,K,0.00,0.00,0.00,0.00,1.00,0.00,11.00,0.05,207.00,0.92,4.00,0.02,1.00,0.00,1.00,58.00,0.26,41.00,0.18,186.00,0.83,0.88,224.00,0.00
15K118,The Maurice Sendak Community School,K118,,,,,,34.00,0.10,34.00,0.10,44.00,0.13,30.00,0.09,203.00,0.59,0.41,42.00,0.12,6.00,0.02,60.00,0.17,0.15,345.00,0.00
15K172,P.S. 172 Beacon School of Excellence,K172,,,,,,45.00,0.08,22.00,0.04,423.00,0.73,4.00,0.01,84.00,0.15,0.86,172.00,0.30,142.00,0.25,488.00,0.84,0.69,578.00,0.00
15K423,Brooklyn Frontiers High School,K423,K,0.00,0.00,0.00,0.00,4.00,0.02,119.00,0.65,58.00,0.32,2.00,0.01,1.00,0.01,1.00,77.00,0.42,9.00,0.05,162.00,0.88,0.78,184.00,0.00
15K429,Digital Arts and Cinema Technology High School,K429,K,26.32,0.00,0.00,26.32,9.00,0.04,135.00,0.55,85.00,0.35,4.00,0.02,13.00,0.05,0.95,53.00,0.22,1.00,0.00,197.00,0.80,0.74,246.00,0.00
15K448,Brooklyn Collaborative Studies,K448,,,,,,18.00,0.03,237.00,0.35,308.00,0.45,17.00,0.03,104.00,0.15,0.85,202.00,0.30,37.00,0.05,447.00,0.65,0.67,684.00,0.00
15K462,John Jay School for Law,K462,K,772.80,0.00,0.00,772.80,10.00,0.02,276.00,0.63,126.00,0.29,12.00,0.03,12.00,0.03,0.97,81.00,0.19,14.00,0.03,340.00,0.78,0.76,436.00,0.00
15K463,Cyberarts Studio Academy,K463,,,,,,18.00,0.07,125.00,0.47,99.00,0.37,3.00,0.01,23.00,0.09,0.91,51.00,0.19,38.00,0.14,229.00,0.85,0.80,268.00,0.00
15K519,Cobble Hill School of American Studies,K519,K,0.00,0.00,0.00,0.00,20.00,0.03,363.00,0.62,168.00,0.29,15.00,0.03,16.00,0.03,0.97,108.00,0.19,66.00,0.11,524.00,0.90,0.83,582.00,0.00
15K529,West Brooklyn Community High School,K529,K,0.00,0.00,0.00,0.00,9.00,0.04,35.00,0.16,159.00,0.70,0.00,0.00,23.00,0.10,0.90,89.00,0.39,16.00,0.07,171.00,0.76,0.78,226.00,0.00
15K698,South Brooklyn Community High School,K698,,,,,,8.00,0.04,54.00,0.30,105.00,0.58,10.00,0.06,4.00,0.02,0.98,79.00,0.44,6.00,0.03,158.00,0.87,0.86,181.00,0.00
16K005,P.S. 005 Dr. Ronald McNair,K005,,,,,,8.00,0.04,167.00,0.77,34.00,0.16,2.00,0.01,5.00,0.02,0.98,67.00,0.31,8.00,0.04,182.00,0.84,0.83,216.00,0.00
16K028,P.S. 028 The Warren Prep Academy,K028,K,0.00,0.00,0.00,0.00,2.00,0.02,96.00,0.83,14.00,0.12,0.00,0.00,4.00,0.03,0.97,33.00,0.28,5.00,0.04,111.00,0.96,0.93,116.00,0.00
16K057,Whitelaw Reid Academy of Arts and Business,K057,,,,,,3.00,0.02,100.00,0.63,50.00,0.31,3.00,0.02,4.00,0.03,0.98,55.00,0.34,13.00,0.08,151.00,0.94,0.92,160.00,0.00
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,K262,,,,,,1.00,0.01,140.00,0.80,28.00,0.16,2.00,0.01,5.00,0.03,0.97,28.00,0.16,4.00,0.02,158.00,0.90,0.81,176.00,0.00
16K308,P.S. 308 Clara Cardwell,K308,K,106.39,0.00,0.00,106.39,7.00,0.03,189.00,0.76,46.00,0.19,5.00,0.02,2.00,0.01,0.99,71.00,0.29,11.00,0.04,231.00,0.93,0.90,249.00,0.00
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,K309,,,,,,6.00,0.03,123.00,0.57,69.00,0.32,6.00,0.03,12.00,0.06,0.94,49.00,0.23,12.00,0.06,186.00,0.86,0.83,216.00,0.00
16K335,P.S. 335 Granville T. Woods,K335,,,,,,0.00,0.00,158.00,0.74,50.00,0.23,1.00,0.01,5.00,0.02,0.98,57.00,0.27,15.00,0.07,191.00,0.89,0.91,214.00,0.00
16K455,Boys and Girls High School,K455,K,0.00,0.00,0.00,0.00,6.00,0.01,360.00,0.82,50.00,0.11,14.00,0.03,9.00,0.02,0.98,125.00,0.29,27.00,0.06,353.00,0.80,0.85,439.00,0.00
16K498,Brooklyn High School for Law and Technology,K498,,,,,,22.00,0.04,372.00,0.63,169.00,0.29,15.00,0.03,11.00,0.02,0.98,130.00,0.22,36.00,0.06,482.00,0.82,0.81,589.00,0.00
16K628,Brooklyn Brownstone School,K628,,,,,,6.00,0.02,209.00,0.73,35.00,0.12,8.00,0.03,28.00,0.10,0.90,53.00,0.19,3.00,0.01,210.00,0.73,0.62,286.00,0.00
16K669,Research and Service High School,K669,,,,,,2.00,0.01,218.00,0.75,56.00,0.19,3.00,0.01,13.00,0.05,0.96,101.00,0.35,7.00,0.02,261.00,0.89,0.86,292.00,0.00
16K681,Madiba Prep Middle School,K681,K,0.00,0.00,0.00,0.00,4.00,0.02,127.00,0.71,43.00,0.24,2.00,0.01,3.00,0.02,0.98,64.00,0.36,11.00,0.06,163.00,0.91,0.87,179.00,0.00
16K688,The Brooklyn Academy of Global Finance,K688,K,0.00,0.00,0.00,0.00,8.00,0.08,74.00,0.71,18.00,0.17,2.00,0.02,3.00,0.03,0.97,28.00,0.27,15.00,0.14,101.00,0.96,0.92,105.00,0.00
16K765,Nelson Mandela High School,K765,,,,,,4.00,0.02,210.00,0.83,26.00,0.10,10.00,0.04,2.00,0.01,0.99,76.00,0.30,2.00,0.01,203.00,0.81,0.84,252.00,0.00
16K898,The Brooklyn Green School,K898,,,,,,0.00,0.00,35.00,0.85,5.00,0.12,1.00,0.02,0.00,0.00,1.00,16.00,0.39,1.00,0.02,37.00,0.90,0.86,41.00,0.00
17K002,Parkside Preparatory Academy,K002,,,,,,19.00,0.04,366.00,0.77,67.00,0.14,10.00,0.02,14.00,0.03,0.97,90.00,0.19,55.00,0.12,424.00,0.89,0.78,476.00,0.00
17K061,M.S. 061 Dr. Gladstone H. Atwell,K061,,,,,,16.00,0.02,571.00,0.85,70.00,0.11,8.00,0.01,4.00,0.01,0.99,125.00,0.19,30.00,0.05,484.00,0.72,0.76,669.00,0.00
17K122,Pathways in Technology Early College High School (P-Tech),K122,K,0.00,0.00,0.00,0.00,10.00,0.02,479.00,0.82,69.00,0.12,18.00,0.03,5.00,0.01,0.99,106.00,0.18,13.00,0.02,419.00,0.72,0.65,581.00,0.00
17K138,P.S. 138 Brooklyn,K138,,,,,,9.00,0.02,432.00,0.80,61.00,0.11,5.00,0.01,32.00,0.06,0.94,116.00,0.22,44.00,0.08,457.00,0.85,0.80,539.00,0.00
17K161,P.S. 161 The Crown,K161,,,,,,18.00,0.05,298.00,0.81,43.00,0.12,7.00,0.02,4.00,0.01,0.99,89.00,0.24,28.00,0.08,338.00,0.91,0.83,370.00,0.00
17K189,P.S. 189 The Bilingual Center,K189,,,,,,25.00,0.02,743.00,0.70,261.00,0.25,10.00,0.01,21.00,0.02,0.98,157.00,0.15,187.00,0.18,954.00,0.90,0.81,1060.00,0.00
17K191,P.S. 191 Paul Robeson,K191,K,341.57,0.00,0.00,341.57,5.00,0.03,133.00,0.81,18.00,0.11,5.00,0.03,3.00,0.02,0.98,40.00,0.24,10.00,0.06,158.00,0.96,0.92,164.00,0.00
17K221,P.S. 221 Toussaint L'Ouverture,K221,K,0.00,0.00,0.00,0.00,0.00,0.00,227.00,0.86,31.00,0.12,0.00,0.00,5.00,0.02,0.98,48.00,0.18,10.00,0.04,215.00,0.82,0.84,263.00,0.00
17K246,M.S. 246 Walt Whitman,K246,,,,,,8.00,0.02,291.00,0.71,90.00,0.22,6.00,0.02,14.00,0.03,0.97,86.00,0.21,109.00,0.27,348.00,0.85,0.87,409.00,0.00
17K340,I.S. 340,K340,,,,,,1.00,0.01,151.00,0.74,39.00,0.19,10.00,0.05,3.00,0.02,0.99,44.00,0.22,5.00,0.03,168.00,0.82,0.74,204.00,0.00
17K353,Elijah Stroud Middle School,K353,,,,,,8.00,0.05,117.00,0.68,36.00,0.21,4.00,0.02,8.00,0.05,0.95,62.00,0.36,23.00,0.13,150.00,0.87,0.84,173.00,0.00
17K354,The School of Integrated Learning,K354,K,384.25,0.00,0.00,384.25,6.00,0.02,241.00,0.81,42.00,0.14,7.00,0.02,1.00,0.00,1.00,66.00,0.22,13.00,0.04,250.00,0.84,0.77,297.00,0.00
17K382,Academy for College Preparation and Career Exploration: A College Board School,K382,K,0.00,0.00,0.00,0.00,1.00,0.00,272.00,0.76,56.00,0.16,22.00,0.06,9.00,0.03,0.98,73.00,0.20,59.00,0.16,301.00,0.84,0.80,360.00,0.00
17K408,Academy of Hospitality and Tourism,K408,K,0.00,0.00,0.00,0.00,1.00,0.01,160.00,0.82,27.00,0.14,1.00,0.01,7.00,0.04,0.96,41.00,0.21,40.00,0.20,182.00,0.93,0.81,196.00,0.00
17K484,Ronald Edmonds Learning Center II,K484,K,249.00,0.00,249.00,0.00,5.00,0.03,126.00,0.75,30.00,0.18,3.00,0.02,4.00,0.02,0.98,49.00,0.29,14.00,0.08,146.00,0.87,0.89,168.00,0.00
17K524,International High School at Prospect Heights,K524,K,0.00,0.00,0.00,0.00,60.00,0.16,87.00,0.24,183.00,0.50,7.00,0.02,31.00,0.08,0.92,15.00,0.04,323.00,0.88,287.00,0.78,0.96,368.00,0.00
17K528,The High School for Global Citizenship,K528,,,,,,9.00,0.04,155.00,0.73,40.00,0.19,3.00,0.01,6.00,0.03,0.97,36.00,0.17,32.00,0.15,192.00,0.90,0.77,213.00,0.00
17K548,Brooklyn School for Music & Theatre,K548,,,,,,1.00,0.00,229.00,0.77,59.00,0.20,2.00,0.01,5.00,0.02,0.98,64.00,0.22,8.00,0.03,236.00,0.80,0.82,296.00,0.00
17K568,Brownsville Academy High School,K568,K,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.80,20.00,0.17,2.00,0.02,2.00,0.02,0.98,30.00,0.25,5.00,0.04,101.00,0.85,0.85,119.00,0.00
17K646,Aspirations Diploma Plus High School,K646,K,0.00,0.00,0.00,0.00,0.00,0.00,186.00,0.79,47.00,0.20,2.00,0.01,2.00,0.01,0.99,61.00,0.26,7.00,0.03,196.00,0.83,0.83,237.00,0.00
17K745,Brooklyn Institute for Liberal Arts,K745,,,,,,7.00,0.02,358.00,0.86,38.00,0.09,10.00,0.02,2.00,0.01,1.00,80.00,0.19,19.00,0.05,354.00,0.85,0.70,415.00,0.00
17K751,Academy for Health Careers,K751,K,205.00,0.00,0.00,250.00,14.00,0.05,229.00,0.76,44.00,0.15,9.00,0.03,5.00,0.02,0.98,43.00,0.14,11.00,0.04,253.00,0.84,0.81,301.00,0.00
18K068,I.S. 068 Isaac Bildersee,K068,,,,,,12.00,0.04,224.00,0.78,28.00,0.10,4.00,0.01,21.00,0.07,0.93,82.00,0.28,68.00,0.24,233.00,0.81,0.75,289.00,0.00
18K135,P.S. 135 Sheldon A. Brookner,K135,,,,,,6.00,0.01,414.00,0.80,41.00,0.08,8.00,0.02,46.00,0.09,0.91,71.00,0.14,42.00,0.08,438.00,0.85,0.78,515.00,0.00
18K211,I.S. 211 John Wilson,K211,,,,,,8.00,0.02,359.00,0.82,44.00,0.10,9.00,0.02,16.00,0.04,0.96,118.00,0.27,43.00,0.10,352.00,0.81,0.70,436.00,0.00
18K233,P.S. 233 Langston Hughes,K233,,,,,,4.00,0.01,379.00,0.91,24.00,0.06,1.00,0.00,8.00,0.02,0.98,85.00,0.20,13.00,0.03,347.00,0.83,0.71,416.00,0.00
18K235,P.S. 235 Janice Marie Knight School,K235,,,,,,12.00,0.01,1129.00,0.93,35.00,0.03,29.00,0.02,15.00,0.01,0.99,112.00,0.09,17.00,0.01,795.00,0.65,0.51,1220.00,0.00
18K285,I.S. 285 Meyer Levin,K285,,,,,,7.00,0.01,699.00,0.93,28.00,0.04,13.00,0.02,5.00,0.01,0.99,165.00,0.22,25.00,0.03,575.00,0.77,0.71,752.00,0.00
18K566,Brooklyn Community High School for Excellence and Equity,K566,K,0.00,0.00,0.00,0.00,0.00,0.00,153.00,0.81,22.00,0.12,5.00,0.03,9.00,0.05,0.95,45.00,0.24,23.00,0.12,146.00,0.77,0.75,189.00,0.00
18K567,Brooklyn Theatre Arts High School,K567,K,0.00,0.00,0.00,0.00,8.00,0.02,291.00,0.83,36.00,0.10,9.00,0.03,6.00,0.02,0.98,60.00,0.17,8.00,0.02,289.00,0.83,0.78,350.00,0.00
18K569,Kurt Hahn Expeditionary Learning School,K569,,,,,,2.00,0.01,262.00,0.89,19.00,0.07,6.00,0.02,5.00,0.02,0.98,83.00,0.28,21.00,0.07,237.00,0.81,0.74,294.00,0.00
18K578,Brooklyn Bridge Academy,K578,,,,,,5.00,0.02,185.00,0.83,24.00,0.11,4.00,0.02,4.00,0.02,0.98,44.00,0.20,24.00,0.11,164.00,0.74,0.78,222.00,0.00
18K581,"The Middle School of Media, Law and Fine Arts",K581,,,,,,6.00,0.02,228.00,0.85,15.00,0.06,6.00,0.02,13.00,0.05,0.95,72.00,0.27,31.00,0.12,230.00,0.86,0.83,268.00,0.00
18K588,Middle School for Art and Philosophy,K588,,,,,,2.00,0.01,151.00,0.88,14.00,0.08,4.00,0.02,1.00,0.01,0.99,52.00,0.30,13.00,0.08,153.00,0.89,0.77,172.00,0.00
18K617,High School for Innovation in Advertising and Media,K617,,,,,,4.00,0.02,194.00,0.81,28.00,0.12,3.00,0.01,11.00,0.05,0.95,50.00,0.21,22.00,0.09,165.00,0.69,0.72,240.00,0.00
18K629,Cultural Academy for the Arts and Sciences,K629,K,1346.00,0.00,0.00,1346.00,3.00,0.01,238.00,0.84,25.00,0.09,9.00,0.03,7.00,0.03,0.98,61.00,0.22,33.00,0.12,207.00,0.73,0.73,282.00,0.00
18K633,High School for Medical Professions,K633,K,749.83,0.00,400.00,349.83,19.00,0.04,352.00,0.77,64.00,0.14,17.00,0.04,8.00,0.02,0.98,70.00,0.15,21.00,0.05,447.00,0.97,0.71,460.00,0.00
18K635,Olympus Academy,K635,K,0.00,0.00,0.00,0.00,2.00,0.01,183.00,0.89,15.00,0.07,2.00,0.01,3.00,0.02,0.99,48.00,0.23,3.00,0.02,171.00,0.83,0.69,205.00,0.00
18K637,Academy for Conservation and the Environment,K637,K,0.00,0.00,0.00,0.00,18.00,0.06,228.00,0.76,28.00,0.09,7.00,0.02,19.00,0.06,0.94,54.00,0.18,40.00,0.13,241.00,0.80,0.75,300.00,0.00
18K642,Urban Action Academy,K642,,,,,,7.00,0.03,202.00,0.77,29.00,0.11,2.00,0.01,24.00,0.09,0.91,42.00,0.16,61.00,0.23,208.00,0.79,0.78,264.00,0.00
18K673,East Brooklyn Community High School,K673,K,0.00,0.00,0.00,0.00,3.00,0.02,149.00,0.76,34.00,0.17,3.00,0.02,7.00,0.04,0.96,85.00,0.43,12.00,0.06,158.00,0.81,0.83,196.00,0.00
19K065,P.S. 065,K065,K,1403.42,0.00,0.00,1403.42,18.00,0.03,43.00,0.07,503.00,0.86,17.00,0.03,5.00,0.01,0.99,76.00,0.13,149.00,0.25,478.00,0.82,0.85,586.00,0.00
19K190,P.S. 190 Sheffield,K190,K,0.00,0.00,0.00,0.00,1.00,0.01,133.00,0.75,37.00,0.21,2.00,0.01,4.00,0.02,0.98,27.00,0.15,6.00,0.03,168.00,0.95,0.93,177.00,0.00
19K213,P.S. 213 New Lots,K213,,,,,,12.00,0.05,176.00,0.67,54.00,0.21,7.00,0.03,14.00,0.05,0.95,47.00,0.18,22.00,0.08,241.00,0.92,0.91,263.00,0.00
19K325,The Fresh Creek School,K325,,,,,,1.00,0.01,131.00,0.66,59.00,0.30,6.00,0.03,3.00,0.02,0.99,42.00,0.21,7.00,0.04,189.00,0.95,0.91,200.00,0.00
19K328,P.S. 328 Phyllis Wheatley,K328,K,0.00,0.00,0.00,0.00,8.00,0.03,169.00,0.58,96.00,0.33,4.00,0.01,13.00,0.05,0.96,76.00,0.26,37.00,0.13,286.00,0.99,0.96,290.00,0.00
19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,K502,,,,,,4.00,0.01,189.00,0.68,71.00,0.26,11.00,0.04,2.00,0.01,0.99,76.00,0.27,11.00,0.04,226.00,0.82,0.84,277.00,0.00
19K504,High School for Civil Rights,K504,K,0.00,0.00,0.00,0.00,5.00,0.02,163.00,0.68,64.00,0.27,3.00,0.01,4.00,0.02,0.98,64.00,0.27,28.00,0.12,189.00,0.79,0.87,239.00,0.00
19K510,World Academy for Total Community Health High School,K510,K,0.00,0.00,0.00,0.00,10.00,0.04,177.00,0.71,54.00,0.22,4.00,0.02,5.00,0.02,0.98,49.00,0.20,38.00,0.15,230.00,0.92,0.88,250.00,0.00
19K583,Multicultural High School,K583,,,,,,0.00,0.00,5.00,0.02,262.00,0.98,0.00,0.00,0.00,0.00,1.00,3.00,0.01,234.00,0.88,247.00,0.93,1.00,267.00,0.00
19K615,Transit Tech Career and Technical Education High School,K615,K,0.00,0.00,0.00,0.00,32.00,0.05,399.00,0.59,200.00,0.30,29.00,0.04,16.00,0.02,0.98,170.00,0.25,42.00,0.06,510.00,0.75,0.79,676.00,0.00
19K618,Academy of Innovative Technology,K618,K,0.00,0.00,0.00,0.00,26.00,0.06,165.00,0.39,205.00,0.49,15.00,0.04,11.00,0.03,0.97,87.00,0.21,49.00,0.12,347.00,0.82,0.76,422.00,0.00
19K639,Brooklyn Lab School,K639,,,,,,50.00,0.12,102.00,0.24,245.00,0.57,10.00,0.02,23.00,0.05,0.95,86.00,0.20,152.00,0.35,377.00,0.88,0.87,430.00,0.00
19K654,Van Siclen Community Middle School,K654,K,0.00,0.00,0.00,0.00,6.00,0.02,217.00,0.70,75.00,0.24,0.00,0.00,14.00,0.05,0.96,124.00,0.40,29.00,0.09,293.00,0.94,0.92,312.00,0.00
19K659,Cypress Hills Collegiate Preparatory School,K659,K,0.00,0.00,0.00,0.00,36.00,0.12,56.00,0.19,196.00,0.65,5.00,0.02,9.00,0.03,0.97,59.00,0.20,65.00,0.22,273.00,0.90,0.83,302.00,0.00
19K660,W. H. Maxwell Career and Technical Education High School,K660,K,177.24,0.00,64.04,113.20,9.00,0.02,243.00,0.65,109.00,0.29,7.00,0.02,8.00,0.02,0.98,122.00,0.32,33.00,0.09,335.00,0.89,0.87,376.00,0.00
19K661,Vista Academy,K661,K,0.00,0.00,0.00,0.00,27.00,0.06,111.00,0.24,312.00,0.66,15.00,0.03,6.00,0.01,0.99,96.00,0.20,53.00,0.11,454.00,0.96,0.83,471.00,0.00
19K662,Liberty Avenue Middle School,K662,K,1973.74,0.00,361.30,1612.30,21.00,0.04,105.00,0.22,335.00,0.69,13.00,0.03,9.00,0.02,0.98,118.00,0.24,73.00,0.15,462.00,0.96,0.88,483.00,0.00
19K663,School of the Future Brooklyn,K663,K,0.00,0.00,0.00,0.00,2.00,0.01,129.00,0.67,58.00,0.30,2.00,0.01,2.00,0.01,0.99,56.00,0.29,20.00,0.10,185.00,0.96,0.94,193.00,0.00
19K677,East New York Elementary School of Excellence,K677,,,,,,24.00,0.05,256.00,0.50,217.00,0.42,13.00,0.03,4.00,0.01,0.99,107.00,0.21,74.00,0.14,479.00,0.93,0.93,514.00,0.00
19K678,East New York Middle School of Excellence,K678,K,0.00,0.00,0.00,0.00,8.00,0.03,148.00,0.56,102.00,0.39,2.00,0.01,5.00,0.02,0.98,73.00,0.28,32.00,0.12,243.00,0.92,0.90,265.00,0.00
19K683,School for Classics High School,K683,K,285.00,0.00,0.00,285.00,34.00,0.13,116.00,0.43,100.00,0.37,8.00,0.03,12.00,0.04,0.96,59.00,0.22,72.00,0.27,248.00,0.92,0.90,270.00,0.00
19K760,Highland Park Community School,K760,,,,,,9.00,0.03,52.00,0.15,265.00,0.77,12.00,0.04,6.00,0.02,0.98,64.00,0.19,48.00,0.14,311.00,0.90,0.82,344.00,0.00
19K764,The Urban Assembly School for Collaborative Healthcare,K764,K,671.50,0.00,0.00,671.50,47.00,0.14,111.00,0.33,149.00,0.44,20.00,0.06,11.00,0.03,0.97,37.00,0.11,63.00,0.19,257.00,0.76,0.80,338.00,0.00
20K223,J.H.S. 223 The Montauk,K223,K,0.00,0.00,0.00,0.00,546.00,0.58,17.00,0.02,259.00,0.28,3.00,0.00,114.00,0.12,0.88,158.00,0.17,265.00,0.28,909.00,0.97,0.90,939.00,0.00
20K609,Urban Assembly School for Criminal Justice,K609,K,76.00,0.00,0.00,0.00,267.00,0.49,72.00,0.13,107.00,0.20,16.00,0.03,87.00,0.16,0.84,79.00,0.14,73.00,0.13,499.00,0.91,0.86,549.00,0.00
21K253,P.S. 253,K253,K,975.83,0.00,0.00,975.83,340.00,0.36,4.00,0.00,346.00,0.37,15.00,0.02,240.00,0.25,0.75,137.00,0.15,198.00,0.21,750.00,0.79,0.87,945.00,0.00
21K337,International High School at Lafayette,K337,K,0.00,0.00,0.00,0.00,115.00,0.33,13.00,0.04,131.00,0.38,2.00,0.01,86.00,0.25,0.75,8.00,0.02,308.00,0.89,298.00,0.86,0.98,347.00,0.00
21K348,High School of Sports Management,K348,,,,,,15.00,0.06,116.00,0.48,69.00,0.29,12.00,0.05,29.00,0.12,0.88,54.00,0.22,30.00,0.12,182.00,0.76,0.81,241.00,0.00
21K525,Edward R. Murrow High School,K525,,,,,,923.00,0.25,807.00,0.22,713.00,0.19,147.00,0.04,1103.00,0.30,0.70,680.00,0.18,328.00,0.09,2447.00,0.66,0.65,3693.00,0.00
21K540,John Dewey High School,K540,K,1931.51,0.00,660.00,1271.51,678.00,0.31,689.00,0.31,507.00,0.23,47.00,0.02,282.00,0.13,0.87,284.00,0.13,390.00,0.18,1798.00,0.82,0.79,2203.00,0.00
21K572,Leaders High School,K572,K,0.00,0.00,0.00,0.00,59.00,0.16,68.00,0.18,136.00,0.36,15.00,0.04,100.00,0.27,0.74,77.00,0.20,59.00,0.16,289.00,0.77,0.77,378.00,0.00
21K728,Liberation Diploma Plus,K728,K,0.00,0.00,0.00,0.00,7.00,0.03,114.00,0.47,97.00,0.40,0.00,0.00,27.00,0.11,0.89,96.00,0.39,21.00,0.09,197.00,0.80,0.86,245.00,0.00
22K198,P.S. 198 Brooklyn,K198,,,,,,12.00,0.03,338.00,0.83,42.00,0.10,10.00,0.03,6.00,0.02,0.99,84.00,0.21,6.00,0.02,330.00,0.81,0.75,408.00,0.00
22K361,P.S. 361 East Flatbush Early Childhood School,K361,,,,,,27.00,0.04,479.00,0.75,102.00,0.16,3.00,0.01,28.00,0.04,0.96,149.00,0.23,136.00,0.21,505.00,0.79,0.81,639.00,0.00
22K611,Origins High School,K611,K,140.00,0.00,0.00,140.00,67.00,0.16,140.00,0.34,69.00,0.17,7.00,0.02,131.00,0.32,0.68,51.00,0.12,111.00,0.27,329.00,0.80,0.82,414.00,0.00
22K630,Professional Pathways High School,K630,K,0.00,0.00,0.00,0.00,22.00,0.11,54.00,0.26,70.00,0.33,4.00,0.02,60.00,0.29,0.71,44.00,0.21,8.00,0.04,162.00,0.77,0.72,210.00,0.00
22K890,M.S. 890,K890,,,,,,25.00,0.12,82.00,0.39,76.00,0.36,5.00,0.02,25.00,0.12,0.88,30.00,0.14,13.00,0.06,164.00,0.77,0.68,213.00,0.00
23K150,P.S. 150 Christopher,K150,,,,,,2.00,0.01,119.00,0.62,60.00,0.31,7.00,0.04,3.00,0.02,0.98,56.00,0.29,11.00,0.06,184.00,0.96,0.98,191.00,0.00
23K155,P.S./ I.S. 155 Nicholas Herkimer,K155,K,0.00,0.00,0.00,0.00,12.00,0.03,217.00,0.49,202.00,0.46,3.00,0.01,8.00,0.02,0.98,89.00,0.20,77.00,0.17,425.00,0.96,0.92,442.00,0.00
23K178,P.S. 178 Saint Clair Mckelway,K178,K,260.09,0.00,0.00,260.09,9.00,0.03,259.00,0.77,50.00,0.15,8.00,0.02,12.00,0.04,0.96,58.00,0.17,20.00,0.06,286.00,0.85,0.89,338.00,0.00
23K184,P.S. 184 Newport,K184,K,0.00,0.00,0.00,0.00,1.00,0.00,371.00,0.70,147.00,0.28,8.00,0.02,6.00,0.01,0.99,154.00,0.29,20.00,0.04,522.00,0.98,0.94,533.00,0.00
23K363,Brownsville Collaborative Middle School,K363,K,0.00,0.00,0.00,0.00,1.00,0.00,192.00,0.69,77.00,0.28,3.00,0.01,5.00,0.02,0.98,102.00,0.37,31.00,0.11,263.00,0.95,0.96,278.00,0.00
23K446,Riverdale Avenue Community School,K446,K,137.69,0.00,0.00,137.69,6.00,0.02,293.00,0.75,73.00,0.19,6.00,0.02,11.00,0.03,0.97,86.00,0.22,24.00,0.06,362.00,0.93,0.89,389.00,0.00
23K493,Brooklyn Collegiate: A College Board School,K493,K,0.00,0.00,0.00,0.00,3.00,0.01,201.00,0.84,30.00,0.13,4.00,0.02,1.00,0.00,1.00,55.00,0.23,14.00,0.06,211.00,0.88,0.83,239.00,0.00
23K514,Frederick Douglass Academy VII High School,K514,K,0.00,0.00,0.00,0.00,3.00,0.02,129.00,0.84,19.00,0.12,2.00,0.01,0.00,0.00,1.00,50.00,0.33,6.00,0.04,136.00,0.89,0.86,153.00,0.00
23K518,Kappa V (Knowledge and Power Preparatory Academy),K518,K,0.00,0.00,0.00,0.00,0.00,0.00,169.00,0.86,21.00,0.11,5.00,0.03,1.00,0.01,1.00,62.00,0.32,6.00,0.03,177.00,0.90,0.85,196.00,0.00
23K522,Mott Hall IV,K522,,,,,,1.00,0.01,151.00,0.87,20.00,0.12,0.00,0.00,1.00,0.01,0.99,57.00,0.33,2.00,0.01,142.00,0.82,0.86,173.00,0.00
23K643,Brooklyn Democracy Academy,K643,K,0.00,0.00,0.00,0.00,2.00,0.01,172.00,0.79,36.00,0.17,5.00,0.02,2.00,0.01,0.99,56.00,0.26,8.00,0.04,171.00,0.79,0.81,217.00,0.00
23K644,Eagle Academy for Young Men II,K644,K,3306.66,0.00,2350.66,956.66,4.00,0.01,579.00,0.89,55.00,0.08,11.00,0.02,2.00,0.00,1.00,177.00,0.27,3.00,0.01,518.00,0.80,0.73,651.00,0.00
